Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"55800","2019-07-16 22:07:04","0","151","<python>","0",""
"55802","2019-07-16 23:46:14","1","28","<machine-learning><classification><dataset><text-mining>","0","1"
"55803","2019-07-17 00:05:06","1","29","<nlp><text-mining>","0",""
"55804","2019-07-17 01:11:25","0","25","<predictive-modeling>","0",""
"55808","2019-07-17 05:26:43","0","28","<python><pandas><dataframe>","2",""
"55811","2019-07-17 05:49:50","0","202","<python><pandas><csv><data-formats>","1",""
"55815","2019-07-17 06:46:12","0","10","<machine-learning>","0",""
"55816","2019-07-17 07:14:02","0","34","<machine-learning><deep-learning><cnn><batch-normalization>","0",""
"55817","2019-07-17 07:23:51","1","11","<machine-learning><preprocessing><pipelines>","0",""
"55818","2019-07-17 08:00:00","0","50","<machine-learning><r><feature-engineering><data-science-model><feature-map>","0","1"
"55819","2019-07-17 08:48:50","0","54","<machine-learning><scikit-learn><statistics><svm><anomaly-detection>","0",""
"55820","2019-07-17 08:59:13","0","840","<python><pandas>","1",""
"55821","2019-07-17 09:29:07","3","28","<machine-learning><computer-vision><natural-language-process>","2","1"
"55823","2019-07-17 09:35:57","1","19","<deep-learning>","0","1"
"55826","2019-07-17 11:09:26","0","50","<machine-learning><classification><class-imbalance>","2",""
"55828","2019-07-17 11:45:42","0","84","<deep-learning>","1",""
"55829","2019-07-17 11:51:26","0","36","<machine-learning><deep-learning><anomaly-detection>","1",""
"55830","2019-07-17 11:55:42","0","269","<machine-learning><python>","1",""
"55831","2019-07-17 12:03:36","4","70","<machine-learning><regularization><lasso>","2",""
"55833","2019-07-17 13:39:38","0","288","<machine-learning><keras><time-series><lstm><sequence>","0","1"
"55835","2019-07-17 13:47:50","0","148","<machine-learning><nlp><word2vec><gensim>","1",""
"55838","2019-07-17 13:56:09","1","130","<deep-learning><gan><transfer-learning><generative-models>","1",""
"55843","2019-07-17 15:06:27","1","62","<machine-learning><text-mining>","1",""
"55849","2019-07-17 15:50:40","0","8","<bayesian>","0",""
"55850","2019-07-17 15:53:35","1","204","<scipy>","1","0"
"55853","2019-07-17 17:58:23","0","10","<probability><naive-bayes-classifier><distribution><gaussian>","0",""
"55854","2019-07-17 17:59:51","0","17","<machine-learning><python><feature-engineering><forecast>","0",""
"55855","2019-07-17 18:10:46","0","109","<machine-learning><tensorflow>","1",""
"55856","2019-07-17 18:33:59","0","20","<python><nlp><clustering><word-embeddings>","1",""
"55857","2019-07-17 19:22:15","0","6","<gaussian-process>","0",""
"55858","2019-07-17 19:28:24","0","9","<data-mining><dataset><statistics><bigdata><categorical-data>","0",""
"55859","2019-07-17 19:32:53","1","50","<deep-learning><keras><tensorflow>","2","1"
"55860","2019-07-17 19:36:40","1","47","<beginner>","1","2"
"55862","2019-07-17 20:17:56","0","14","<decision-trees>","1",""
"55867","2019-07-17 21:24:42","0","12","<machine-learning><r><association-rules>","0",""
"55868","2019-07-17 21:30:52","0","9","<python><neural-network><tensorflow><predictive-modeling>","0","1"
"55869","2019-07-17 21:51:57","1","18","<scikit-learn><random-forest>","0",""
"55870","2019-07-17 22:28:44","0","15","<linear-regression>","0",""
"55873","2019-07-17 23:17:44","0","13","<deep-learning><dataset><class-imbalance>","0",""
"55874","2019-07-17 23:28:54","0","13","<deep-learning><autoencoder>","0",""
"55876","2019-07-17 23:40:17","2","31","<machine-learning><nlp><data-mining><text-mining><natural-language-process>","0",""
"55877","2019-07-17 23:57:25","0","28","<beginner><missing-data><definitions>","1",""
"55879","2019-07-18 00:31:19","2","77","<data-cleaning><csv>","2",""
"55882","2019-07-18 04:14:23","0","7","<data-analysis>","0",""
"55884","2019-07-18 05:13:15","0","13","<python><time-series><pandas><matplotlib><annotation>","0",""
"55886","2019-07-18 05:30:17","0","8","<machine-learning><aws><sagemaker>","0",""
"55887","2019-07-18 05:46:20","1","26","<machine-learning><deep-learning><tensorflow><data-science-model>","0","1"
"55888","2019-07-18 06:10:56","-1","65","<machine-learning><python><scala>","1",""
"55890","2019-07-18 06:17:31","0","22","<deep-learning><keras><object-detection>","0",""
"55892","2019-07-18 06:53:51","1","29","<nlp><machine-translation>","1",""
"55894","2019-07-18 07:23:45","0","12","<machine-learning><deep-learning><activation-function><perceptron>","0",""
"55896","2019-07-18 07:42:15","2","1219","<machine-learning><nlp><spacy>","1",""
"55897","2019-07-18 07:44:14","0","31","<machine-learning><time-series><linear-regression>","1",""
"55899","2019-07-18 08:00:57","0","29","<neural-network><keras><tensorflow><convolution><autoencoder>","0",""
"44790","2019-01-29 21:57:59","0","169","<python><computer-vision><opencv>","1",""
"44794","2019-01-29 23:52:17","5","35","<machine-learning><time-series>","1",""
"44795","2019-01-30 00:33:11","1","295","<machine-learning><python><nlp><clustering><similarity>","1",""
"44797","2019-01-30 01:14:19","1","11","<machine-learning><q-learning>","0","1"
"44798","2019-01-30 03:26:00","0","42","<bigdata><apache-hadoop>","1",""
"44800","2019-01-30 05:45:10","1","3093","<python><scikit-learn><recommender-system>","2",""
"44801","2019-01-30 06:04:15","1","19","<neural-network><deep-learning><data-science-model><ai>","0","1"
"44803","2019-01-30 06:51:22","1","367","<python><dataset><data><svm><machine-learning-model>","1",""
"44804","2019-01-30 09:06:08","1","81","<machine-learning><deep-learning><predictive-modeling><cnn>","1",""
"44811","2019-01-30 11:16:36","0","88","<pandas>","1",""
"44812","2019-01-30 11:34:15","0","21","<dataset><pandas><data><dataframe><weighted-data>","0",""
"44813","2019-01-30 11:44:39","1","58","<lstm><overfitting><generalization>","0","1"
"44818","2019-01-30 15:10:00","1","10","<data><probability><databases>","0",""
"56012","2019-07-19 14:29:01","1","60","<machine-learning><explainable-ai>","1","1"
"56013","2019-07-19 14:30:16","1","287","<machine-learning><python><scikit-learn><decision-trees>","2","1"
"56014","2019-07-19 14:31:04","0","448","<machine-learning><nlp><spacy>","0",""
"56016","2019-07-19 14:52:35","1","33","<python><data><data-analysis><interpolation>","0",""
"56017","2019-07-19 14:58:50","-1","30","<data>","1",""
"56021","2019-07-19 16:35:33","1","74","<keras><gpu>","1",""
"56025","2019-07-19 18:26:16","0","26","<deep-learning><rnn><loss-function><cost-function>","0",""
"56030","2019-07-19 19:30:16","1","76","<machine-learning><classification><data><class-imbalance>","0",""
"56033","2019-07-19 19:38:11","0","28","<classification><nlp><dataset>","1",""
"56035","2019-07-19 20:17:25","0","45","<machine-learning><python><forecasting>","1",""
"56038","2019-07-19 22:58:54","0","165","<neural-network><keras><tensorflow><cnn><gpu>","0",""
"56039","2019-07-19 23:08:56","1","80","<neural-network><deep-learning><cnn><autoencoder><hyperparameter-tuning>","0",""
"56041","2019-07-20 01:09:48","1","42","<machine-learning><gradient-descent><boosting>","0",""
"56042","2019-07-20 01:12:13","1","20","<r><xgboost><gbm>","0",""
"56045","2019-07-20 02:25:11","0","19","<machine-learning><deep-learning><classification>","1",""
"56046","2019-07-20 03:53:03","0","25","<deep-learning><bayesian>","0",""
"56047","2019-07-20 03:57:34","1","52","<classification><regression><predictive-modeling><markov>","2",""
"56049","2019-07-20 06:07:21","0","25","<deep-learning><loss-function><backpropagation><softmax>","2",""
"56050","2019-07-20 06:08:23","1","56","<logistic-regression><feature-engineering><feature-construction>","1","2"
"56053","2019-07-20 08:06:54","3","172","<python><deep-learning><reinforcement-learning><q-learning><openai-gym>","1",""
"56054","2019-07-20 08:58:49","1","32","<classification><data-mining>","0",""
"56056","2019-07-20 09:41:33","0","31","<dataset><statistics><bigdata><data-science-model>","1",""
"56058","2019-07-20 13:09:44","0","22","<machine-learning><boosting><ensemble>","1",""
"56062","2019-07-20 15:40:58","0","36","<machine-learning><clustering><recommender-system><k-means>","3",""
"56064","2019-07-20 17:08:13","0","22","<ocr><tesseract>","0",""
"56065","2019-07-20 17:11:17","0","20","<keras><openai-gym><weight-initialization>","0",""
"56066","2019-07-20 17:11:32","0","26","<machine-learning><python><neural-network><autoencoder><image-preprocessing>","0",""
"56067","2019-07-20 17:41:12","0","99","<neural-network><keras><tensorflow><autoencoder>","0",""
"56071","2019-07-20 18:55:06","1","62","<machine-learning><nlp><word2vec>","1",""
"56073","2019-07-20 20:45:28","0","258","<neural-network><cnn><tfidf>","0",""
"56074","2019-07-20 21:03:02","0","14","<backpropagation><linear-algebra>","0",""
"56077","2019-07-20 22:03:38","1","55","<machine-learning><python><feature-selection><random-forest><kaggle>","1","1"
"56080","2019-07-21 03:41:25","0","23","<deep-learning><computer-vision><convolution>","0",""
"56081","2019-07-21 04:01:11","0","12","<machine-learning><deep-learning><statistics><metric><bayesian>","1",""
"56084","2019-07-21 05:14:43","1","36","<dataset><feature-selection>","1",""
"56087","2019-07-21 07:17:49","1","196","<neural-network><keras><cnn>","1",""
"56088","2019-07-21 07:21:34","0","8","<machine-learning><autoencoder><generative-models><vae>","0",""
"56089","2019-07-21 10:07:22","1","167","<python>","1",""
"56090","2019-07-21 10:15:05","1","150","<encoding>","3","1"
"56091","2019-07-21 10:34:52","0","26","<neural-network><keras><cnn><transfer-learning>","0","1"
"56093","2019-07-21 10:53:34","0","31","<python><clustering><geospatial>","1",""
"56094","2019-07-21 11:35:52","2","682","<scikit-learn><recommender-system><cosine-distance><movielens>","1",""
"44547","2019-01-25 07:52:48","0","120","<machine-learning><deep-learning><classification>","0",""
"44549","2019-01-25 09:33:15","4","801","<machine-learning><loss-function><parameter-estimation>","1",""
"44552","2019-01-25 10:30:02","3","81","<neural-network><statistics><recurrent-neural-net><forecast><forecasting>","1",""
"44553","2019-01-25 10:32:31","2","29","<python><data-mining><text-mining><algorithms><optimization>","1",""
"44554","2019-01-25 10:36:38","0","4410","<python><historgram>","1",""
"44555","2019-01-25 10:39:20","0","15","<ocr>","0",""
"44558","2019-01-25 11:37:36","0","16","<algorithms>","1",""
"44561","2019-01-25 11:54:48","0","247","<machine-learning><python><time-series><lstm>","2",""
"44565","2019-01-25 12:53:34","1","41","<python><keras><time-series><regression><forecast>","0",""
"44823","2019-01-30 17:08:57","1","124","<machine-learning><neural-network><weighted-data><matrix>","1",""
"44828","2019-01-30 19:30:09","0","25","<machine-learning>","0",""
"44831","2019-01-30 20:02:20","1","65","<classification><random-forest><recommender-system><multiclass-classification>","2",""
"44836","2019-01-30 21:18:08","0","156","<python><text-mining><supervised-learning><lda>","1",""
"44837","2019-01-30 21:27:17","1","29","<neural-network><keras>","0","1"
"44839","2019-01-31 00:42:33","0","98","<keras><loss-function>","2",""
"44840","2019-01-31 01:15:50","0","54","<scikit-learn><tensorflow><algorithms>","1",""
"44841","2019-01-31 02:42:39","0","18","<scikit-learn><random-forest><decision-trees>","0",""
"44843","2019-01-31 04:28:42","0","262","<machine-learning><python>","1",""
"44845","2019-01-31 06:16:49","0","240","<python><feature-selection><correlation>","1",""
"44846","2019-01-31 06:54:43","2","135","<machine-learning><training><scalability>","4","1"
"44850","2019-01-31 08:36:48","1","125","<neural-network><convolution>","0",""
"44851","2019-01-31 08:49:03","-1","39","<dataframe>","1",""
"44852","2019-01-31 09:13:00","1","60","<feature-selection><ranking><information-theory><mutual-information>","0",""
"44853","2019-01-31 09:28:56","1","236","<machine-learning><clustering><k-means><fuzzy-logic>","1","1"
"44863","2019-01-31 13:42:09","2","201","<machine-learning>","4",""
"44864","2019-01-31 14:00:45","0","16","<machine-learning><tensorflow><autoencoder>","0",""
"44866","2019-01-31 14:16:49","1","492","<tensorflow>","1",""
"44870","2019-01-31 15:45:41","0","58","<machine-learning-model><kaggle>","0",""
"44871","2019-01-31 15:57:53","0","11122","<python><computer-vision><opencv>","2",""
"44875","2019-01-31 19:13:36","0","31","<machine-learning><classification><performance>","1",""
"44876","2019-01-31 19:58:54","1","65","<nlp><text-mining><text>","0",""
"44880","2019-01-31 22:51:31","5","177","<neural-network><linear-regression><svm><naive-bayes-classifier><perceptron>","4","1"
"44883","2019-02-01 00:02:15","5","4551","<deep-learning><keras><tensorflow><multiclass-classification><class-imbalance>","6","1"
"44884","2019-02-01 00:11:05","1","412","<machine-learning><data-mining><dataset>","2","1"
"44889","2019-02-01 04:16:08","2","304","<deep-learning><visualization><word2vec><tsne>","2","1"
"44890","2019-02-01 04:59:28","1","12","<prediction><linear-algebra>","0",""
"44893","2019-02-01 06:18:21","1","301","<clustering><k-means><features>","1",""
"44895","2019-02-01 07:00:14","1","66","<machine-learning><deep-learning><lstm><rnn><data-science-model>","1",""
"44896","2019-02-01 08:06:31","2","68","<machine-learning><optimization><machine-learning-model>","1",""
"44897","2019-02-01 08:17:46","1","857","<clustering><k-means>","2","1"
"44899","2019-02-01 08:50:33","1","339","<python><time-series><pandas><forecasting>","1",""
"44901","2019-02-01 09:44:49","0","21","<deep-learning><time-series><loss-function>","0",""
"44904","2019-02-01 10:26:58","1","282","<loss-function><gan><game>","0",""
"44908","2019-02-01 11:57:10","0","48","<dataset><lstm>","0",""
"44909","2019-02-01 12:05:50","0","483","<keras><autoencoder>","0",""
"44910","2019-02-01 12:15:54","7","171","<gan>","1","3"
"44911","2019-02-01 12:16:58","0","11","<python><neural-network><scikit-learn><tensorflow><simulation>","0",""
"44912","2019-02-01 12:21:02","0","46","<machine-learning><python><neural-network><deep-learning><numpy>","0",""
"44913","2019-02-01 13:15:31","1","29","<machine-learning>","3",""
"44915","2019-02-01 13:30:06","0","46","<nlp>","1",""
"44917","2019-02-01 14:01:38","0","17","<machine-learning><neural-network><deep-learning><probability><bayesian>","0",""
"44919","2019-02-01 14:17:32","0","39","<statistics>","0",""
"44923","2019-02-01 15:50:27","1","252","<dataset><prediction><marketing>","4","1"
"44925","2019-02-01 16:33:45","0","31","<machine-learning><neural-network><deep-learning><nlp><natural-language-process>","1",""
"44928","2019-02-01 17:05:44","0","77","<python><keras><tensorflow>","1",""
"56163","2019-07-22 14:24:54","6","229","<machine-learning><distance><metric><linear-algebra>","0",""
"56165","2019-07-22 14:35:26","0","86","<machine-learning><natural-language-process><data-analysis><cosine-distance>","1",""
"56167","2019-07-22 14:44:54","3","41","<recommender-system>","0","1"
"56168","2019-07-22 14:47:03","0","29","<dataset><training><object-detection><yolo>","0",""
